frame,target,mean_r2,median_r2,std_r2,max_r2,best_feature,n_significant_features
0,angle,0.03658130423760974,0.008235864056229794,0.07568534332307766,0.41045472796668425,left_eye_x,93
1,angle,0.03668147033902921,0.008600431687523018,0.07566660896458542,0.41045007147381274,left_eye_x,93
2,angle,0.03700191931839616,0.008311697227727347,0.07576999236921164,0.41102137356057533,left_eye_x,93
3,angle,0.03739152537534026,0.008267814687281353,0.07594854435722756,0.4115043125670277,left_eye_x,93
4,angle,0.03798072979028263,0.008846576795822193,0.07617610356441848,0.41225178351861014,left_eye_x,96
5,angle,0.03872872913173106,0.009773524135138453,0.07638542526362149,0.4131069057231724,left_eye_x,97
6,angle,0.039507305980942965,0.009920328688402782,0.07653627506948577,0.414151629581792,left_eye_x,94
7,angle,0.04042193796477919,0.010143198919719418,0.07669810426149387,0.41525007086346766,left_eye_x,95
8,angle,0.04141642434474163,0.010838457033335218,0.0768407862022282,0.41617006374391274,left_eye_x,99
9,angle,0.042505561694525136,0.011421375281948856,0.07693398777212165,0.4167757760300836,left_eye_x,106
10,angle,0.04373835107672801,0.012318573208515452,0.07705719316004286,0.41717642821989875,left_eye_x,114
11,angle,0.04503844535306521,0.014210819150314689,0.07714671898625139,0.41771011028586297,left_eye_x,115
12,angle,0.046485342303575254,0.016697479943718764,0.07726827833630849,0.41812252315323284,left_eye_x,123
13,angle,0.048106476334399614,0.018588558558679368,0.07731832770051301,0.4184375703581108,left_eye_x,128
14,angle,0.04978777248668853,0.020456407321979446,0.07754441048922953,0.4194158343369292,left_eye_x,131
15,angle,0.05150031390896145,0.022253840552651654,0.07768449793646348,0.4204517952586914,left_eye_x,135
16,angle,0.0530991594943806,0.024376893591631088,0.07764575639888109,0.42060882344211437,left_eye_x,142
17,angle,0.05472980763137265,0.026870704002712714,0.0777106633915843,0.4213913592472505,left_eye_x,146
18,angle,0.05631563321587067,0.02939414987430466,0.07779052747748044,0.4219830691263574,left_eye_x,151
19,angle,0.057944919759167136,0.031534624921568,0.0777887149275564,0.42216462845629477,left_eye_x,152
20,angle,0.05933188881552905,0.033812299065686786,0.07762291533276075,0.42270445406398066,left_eye_x,153
21,angle,0.06081543642106482,0.03638942591660118,0.0776695802124391,0.4233812177836578,left_eye_x,157
22,angle,0.06212687577899247,0.03870491281638842,0.077684387938845,0.42436518312268584,left_eye_x,160
23,angle,0.06323342132585533,0.042601985506245145,0.07767464324772977,0.42547791311469485,left_eye_x,163
24,angle,0.06420979049869763,0.04496828626233704,0.07762483151200505,0.42728873185549165,left_eye_x,165
25,angle,0.06541037972137814,0.046731230570007526,0.07779405456762267,0.42994291769396303,left_eye_x,164
26,angle,0.06656751883370102,0.04602946697840384,0.07789116804899619,0.4323723105805523,left_eye_x,165
27,angle,0.0672981742159579,0.04923527591527407,0.07758965544631978,0.43434322868330993,left_eye_x,162
28,angle,0.06818771995286081,0.0496501859727878,0.07746193718076315,0.43702414151389046,left_eye_x,161
29,angle,0.06925836843921118,0.050862545138021374,0.07747102564026158,0.43957186436489226,left_eye_x,161
30,angle,0.07041051583784914,0.05261710547037404,0.07756728605029883,0.44097696833244626,left_eye_x,163
31,angle,0.07111727596275953,0.053676721518818665,0.07765336959409447,0.44305060429968296,left_eye_x,164
32,angle,0.07162758646724059,0.055071806611609,0.07781416783410292,0.4445879979856409,left_eye_x,160
33,angle,0.07206189495051069,0.0552898721469685,0.0780000546744339,0.44578227546733834,left_eye_x,160
34,angle,0.07242178159604129,0.05435545900983418,0.07842870111635553,0.4465592546704025,left_eye_x,160
35,angle,0.07289243084523309,0.05260756967874222,0.07890392010867632,0.4471352338554434,left_eye_x,160
36,angle,0.07318098208513296,0.053093126654614256,0.07949134853882288,0.44739857682728523,left_eye_x,158
37,angle,0.07329536766920892,0.05324137429988149,0.08004298685319985,0.44684824364820147,left_eye_x,157
38,angle,0.07338114322296158,0.05382762658078763,0.08064359193620559,0.44576807320300094,left_eye_x,156
39,angle,0.07344164761345026,0.05116949673301247,0.08121886200484917,0.4443903610978881,left_eye_x,156
40,angle,0.07336009492801347,0.0484568381916252,0.08183714067574563,0.44307718682942315,left_eye_x,154
41,angle,0.07330259797523662,0.046840297304599904,0.08244923118175251,0.44098340342102954,left_eye_x,152
42,angle,0.07325811990404124,0.04727527546120507,0.08306674597840304,0.4385666499227497,left_eye_x,151
43,angle,0.07322739200684097,0.04650186062211202,0.08367918337086468,0.43642285010411447,left_eye_x,149
44,angle,0.07324374782182531,0.04477326744689827,0.08438306583417036,0.434248487622975,left_eye_x,149
45,angle,0.07334443062733725,0.04326395250150968,0.08508342052888118,0.43179899099716607,left_eye_x,149
46,angle,0.07370983615494159,0.040439619144038,0.08606354743312024,0.4297525854704713,left_eye_x,149
47,angle,0.07409660489894293,0.038406980483411984,0.08704740410048623,0.4265999771540541,left_eye_x,149
48,angle,0.07465755751290529,0.03789304111772748,0.08818352378485116,0.4233271813132984,left_eye_x,148
49,angle,0.07533618054406216,0.03656914361675752,0.08939665251400795,0.4186344676413655,left_eye_x,147
50,angle,0.07629212966326994,0.03774659318888142,0.0907774425943307,0.41475137005639384,left_eye_x,146
51,angle,0.0773500615965565,0.03943606247088403,0.09216211079990749,0.4103009222715734,left_eye_x,145
52,angle,0.07836656745548426,0.0397925475975357,0.09341275999848012,0.4051440422879263,left_eye_x,144
53,angle,0.0794416859953941,0.03700764291153157,0.09454454582570324,0.3995915167853715,left_eye_x,143
54,angle,0.08032910785275944,0.0384922919215167,0.0952428562491416,0.3938930988486154,left_eye_x,142
55,angle,0.0807760600658117,0.039074233736019134,0.09519056514362512,0.38740782439173443,left_eye_x,141
56,angle,0.08057649694424256,0.04263853205992201,0.09400453913317644,0.3798061482785575,left_eye_x,139
57,angle,0.07972417725775433,0.04715615754194846,0.09181324204285125,0.3721069346526624,left_eye_x,140
58,angle,0.07779728760454149,0.04856078538157477,0.0883045621614808,0.36166771033241535,left_eye_x,136
59,angle,0.07500354609355359,0.046131408235534736,0.08382267720681769,0.35043665901592425,left_eye_x,134
60,angle,0.07133844152370512,0.049788194017314234,0.07872067441627183,0.33680335383452337,left_eye_x,133
61,angle,0.06731321074963974,0.04552580814951523,0.07392214671846445,0.3226041911812878,left_eye_x,131
62,angle,0.06318817227917556,0.04225765108685822,0.07007445206801968,0.30690779168625526,left_eye_x,127
63,angle,0.0590977360327085,0.033873022447348626,0.06735919099572672,0.2899442862713632,left_eye_x,128
64,angle,0.05545471732968963,0.02591069702687829,0.06602790915768258,0.27167411936614966,left_eye_x,126
65,angle,0.0525388499130298,0.020345387686608186,0.06588999238912095,0.2723190311563698,right_shoulder_z,128
66,angle,0.05044630683540698,0.01725113409888527,0.06638485806218292,0.27951846718682166,right_shoulder_z,125
67,angle,0.04935197189679477,0.0179873796921042,0.06736550204476334,0.28741453789364974,right_elbow_z,125
68,angle,0.04918108660042209,0.015919553501303526,0.06834621542163691,0.29964769231954097,right_elbow_z,120
69,angle,0.04996200886152471,0.014824256701173927,0.0691493299422029,0.31053079030697606,right_elbow_z,123
70,angle,0.05160317924844209,0.020001670567475382,0.06955287562556202,0.32031465008127563,right_elbow_z,137
71,angle,0.05432014451781252,0.027527708191691626,0.06966150992788946,0.3286846157231605,right_elbow_z,145
72,angle,0.05815287586700342,0.036528388856234384,0.06974255531136363,0.3355606784886764,right_elbow_z,151
73,angle,0.06295394674016469,0.044415758527714476,0.0702790374930462,0.34084987972095754,right_elbow_z,154
74,angle,0.06884754074438679,0.051225458532828345,0.07195117333565139,0.3449555887067812,right_elbow_z,158
75,angle,0.0755662886582446,0.056738570238453696,0.07529084237087251,0.3476474741871162,right_elbow_z,164
76,angle,0.08304026645470605,0.058976134392268204,0.08064610186061602,0.34957201002348204,right_elbow_z,170
77,angle,0.09066066994038849,0.05991916906429966,0.0875197699170405,0.35126860275688154,right_shoulder_z,176
78,angle,0.09807520316536612,0.05948781182200866,0.0951242361028689,0.35862015042168033,right_shoulder_z,180
79,angle,0.10509745318177124,0.05799889200244445,0.10272848408628656,0.3663990312187672,right_shoulder_z,183
80,angle,0.11114787289259258,0.05955894234519049,0.10956481940037657,0.37451338849636234,right_shoulder_z,186
81,angle,0.11663761720013041,0.0589339156428336,0.11567031224527738,0.38283925215511644,right_shoulder_z,187
82,angle,0.12149937733721415,0.059600266900081654,0.12099856736507392,0.3911419114536492,right_shoulder_z,186
83,angle,0.12578537118945718,0.05876439526017175,0.1255668987724038,0.39914206957366644,right_shoulder_z,187
84,angle,0.12951056998888047,0.05989187525383935,0.12932204216556828,0.40654924682732413,right_shoulder_z,188
85,angle,0.1328971137343762,0.06147950621820913,0.132601962124249,0.4130323140647543,right_shoulder_z,188
86,angle,0.13585799568309795,0.06242104481823851,0.13543072929463806,0.41828083150552303,right_shoulder_z,188
87,angle,0.1382252761173059,0.06085018825525843,0.1376379435699128,0.4220172046577312,right_shoulder_z,188
88,angle,0.14031004440081504,0.05978982238304005,0.13959462731249483,0.4302579801658021,right_knee_z,187
89,angle,0.14188967733864224,0.06144276975591759,0.14111380851588845,0.4403653720756838,right_knee_z,187
90,angle,0.1431600582880684,0.06272709768181328,0.14236000963588394,0.44581451453470333,right_knee_z,188
91,angle,0.14388145679722128,0.06399766919873373,0.1430439961284632,0.4461559445001879,right_knee_z,186
92,angle,0.14402525967576998,0.06556912108302605,0.14323904620839803,0.44193339975210594,right_knee_z,184
93,angle,0.1433100956311568,0.06749354312411772,0.1424591832752959,0.43398799289011364,right_knee_z,184
94,angle,0.14191060821247728,0.06618327627979,0.14086381650960247,0.42320403410748236,right_knee_z,182
95,angle,0.13933636167111407,0.06695470715116436,0.13796887464977203,0.41097287645692426,right_knee_z,180
96,angle,0.13509675442241298,0.06766482719576361,0.1329474914181256,0.4001978462570678,left_second_finger_distal_x,176
97,angle,0.12837991646175334,0.0670349283087411,0.12548041337548899,0.4032882316815,left_second_finger_distal_x,175
98,angle,0.11956389853984348,0.06558084195432765,0.11690617524459808,0.40347967097572496,left_second_finger_distal_x,174
99,angle,0.10899318564324023,0.06270035657646295,0.10899449628166541,0.399275246652969,left_second_finger_distal_x,173
100,angle,0.09785224557928857,0.058392861121565255,0.10301011023041351,0.3840678841962386,left_second_finger_distal_x,171
101,angle,0.0877213424124217,0.0448531631834309,0.09862212843763046,0.3633684626641371,right_small_toe_x,167
102,angle,0.07890091136646876,0.040684399781845015,0.09434518513489494,0.3682686243906073,right_small_toe_x,155
103,angle,0.07226790716752553,0.03951370107661075,0.08995788570528915,0.371976986059515,right_small_toe_x,146
104,angle,0.06743152049176106,0.03963621563732541,0.08569627909963352,0.3742295942509054,right_small_toe_x,149
105,angle,0.06452166350762677,0.03994692382872919,0.0823052303645512,0.37487599564506496,right_small_toe_x,156
106,angle,0.06343991568792257,0.038973755194673436,0.08041431340050867,0.37558675606780817,right_small_toe_x,161
107,angle,0.06373883582391178,0.03861170934044225,0.0800073645181769,0.37513849776136904,right_small_toe_x,149
108,angle,0.06506949936830839,0.03631445108046418,0.08067957419645741,0.3734247347551139,right_small_toe_x,139
109,angle,0.06737351304917862,0.03446278876720783,0.08258246453387913,0.3690520598469883,right_small_toe_x,141
110,angle,0.0701319967846634,0.03044900295187794,0.08540164896630427,0.3631711226097603,right_small_toe_x,137
111,angle,0.07261465277440182,0.028369024887943687,0.08873102086300409,0.3550379319150813,right_small_toe_x,141
112,angle,0.07457323693069026,0.029033827677838783,0.09224298320941222,0.34491894814887414,right_small_toe_x,141
113,angle,0.07540339763666677,0.031926845449106386,0.09471531218145303,0.33252406384963906,right_small_toe_x,145
114,angle,0.07439566572348524,0.04030538452764458,0.09433265181459101,0.32423516051336354,right_fourth_finger_distal_x,150
115,angle,0.07094685100136433,0.04798092717552326,0.08893292920196631,0.31371529651435276,right_fifth_finger_distal_x,144
116,angle,0.0648721028442953,0.0362173914868092,0.07726045845012947,0.290289997612457,right_small_toe_x,131
117,angle,0.05722994625420473,0.034497947236300085,0.06197027573512436,0.2759524324139745,right_small_toe_x,130
118,angle,0.050117745276345826,0.028539320264115212,0.049657607784122065,0.2640575185643647,right_small_toe_x,160
119,angle,0.0458915233599687,0.028152364705791848,0.046480229109327025,0.25372064015911017,right_small_toe_x,164
120,angle,0.046015815763951494,0.027076570622307342,0.05036544961269309,0.2451214351258968,right_small_toe_x,153
121,angle,0.05056079638466678,0.028836240460432795,0.056542266908445785,0.2507098278861065,right_eye_x,134
122,angle,0.05807763469595705,0.028521289582669758,0.06381660728375065,0.28520545944202513,left_heel_z,136
123,angle,0.06697677439951209,0.028741866001865672,0.07199027325449656,0.35073323242565724,left_heel_z,169
124,angle,0.07573093559280425,0.031445334291386434,0.08028383975947283,0.39996466301371314,left_heel_z,173
125,angle,0.08362518215372794,0.0374422724517507,0.08807554463798832,0.4321527646743953,left_heel_z,167
126,angle,0.090143109163398,0.04418933636699823,0.09461045669430297,0.4482621044690044,left_heel_z,162
127,angle,0.09477893953917282,0.04857917278978164,0.09929709763072236,0.45269977460937827,left_heel_z,161
128,angle,0.09724666261645357,0.0511368754294381,0.1018193011422393,0.4490396067405367,left_heel_z,159
129,angle,0.09749618558357181,0.05091594366199508,0.10220262136091325,0.46596922451404815,right_elbow_x,161
130,angle,0.09568041931550858,0.05041188549188495,0.10061965453185844,0.5208698196351471,right_elbow_x,166
131,angle,0.09202872415578284,0.049167312871852366,0.09749697584100189,0.5558044311237252,right_elbow_x,168
132,angle,0.08673420528273532,0.04619028382870277,0.09326808168784262,0.5750158384273668,right_elbow_x,168
133,angle,0.08033453715080896,0.04319558119122017,0.08848587109400048,0.5821278702789247,right_elbow_x,163
134,angle,0.07343870368599899,0.03697430538858076,0.08349572567327321,0.5794385171998445,right_elbow_x,157
135,angle,0.06659690537068474,0.031577658002731775,0.07863604133659197,0.57153889349649,right_elbow_x,150
136,angle,0.0603573287081559,0.027550159747627236,0.07416330525368371,0.5611327754333759,right_elbow_x,146
137,angle,0.05518113519002877,0.021386721265894887,0.07019533094063884,0.549235368805831,right_elbow_x,136
138,angle,0.05138044477716424,0.023427370167548523,0.06697011365964972,0.5366102762608698,right_elbow_x,132
139,angle,0.04923304519798158,0.028398552118681385,0.06470209010802523,0.524498165014458,right_elbow_x,127
140,angle,0.048976442570057094,0.033256449812892684,0.06335156007865471,0.511878795905763,right_elbow_x,134
141,angle,0.05073044347356974,0.02916436213945961,0.06280210949707028,0.4976420184733545,right_elbow_x,143
142,angle,0.05451853159331964,0.03010900673742902,0.062968076077783,0.4821757411819474,right_elbow_x,163
143,angle,0.06046388293990831,0.03660067384959169,0.06404240890134104,0.4659179404406723,right_elbow_x,174
144,angle,0.06850703723894641,0.0497121312982341,0.06608284783452852,0.4480409239349515,right_elbow_x,174
145,angle,0.07860845553275318,0.0669339753534796,0.06930081051494089,0.4285722655973188,right_elbow_x,166
146,angle,0.09041186042183144,0.07813341941360384,0.07393702192468112,0.40722257748812696,right_elbow_x,169
147,angle,0.10324754803977787,0.09402172233164491,0.08040640300819187,0.38565205177440387,right_elbow_x,170
148,angle,0.11594995318904106,0.10391614896409515,0.08856940409531366,0.36454903458841076,right_elbow_x,173
149,angle,0.12749087775201445,0.10683595471213195,0.09785844825936721,0.34537754785390223,right_elbow_x,175
150,angle,0.13661415511817585,0.1114894216541262,0.106727554457974,0.3552530715586553,left_ankle_z,176
151,angle,0.14256544652226918,0.12613868054180782,0.11360786053679799,0.39391116910204294,left_ankle_z,175
152,angle,0.14515064445532366,0.1264132715351422,0.11750743565343873,0.42513523599109276,left_ankle_z,173
153,angle,0.14523440557457337,0.12514080016306534,0.11883486316077067,0.4496684352131554,left_ankle_z,172
154,angle,0.14362385152488072,0.1365089121271991,0.11821317097625829,0.4685502035793038,left_ankle_z,169
155,angle,0.14104458638713493,0.14295369803808453,0.11642480123858748,0.48239507062474885,left_ankle_z,163
156,angle,0.13840120493441,0.1407333167263401,0.11405343203971312,0.49141848626711143,left_ankle_z,158
157,angle,0.13615909431210635,0.13912147782089604,0.11161190481950649,0.49546393444900305,left_ankle_z,153
158,angle,0.13437688431439912,0.1451905869541669,0.10932207291511549,0.4949783627086701,left_ankle_z,152
159,angle,0.13322561850966885,0.15048931691689993,0.10743594705139368,0.4903085889149811,left_ankle_z,152
160,angle,0.13261378796846085,0.15438602000074356,0.1059459696087733,0.4803881362914639,left_ankle_z,156
161,angle,0.13199695281657703,0.15214755145675013,0.10461658113100013,0.46502865083711176,left_ankle_z,161
162,angle,0.13109785287175238,0.14863558946311892,0.10324261922503868,0.444405535937133,left_ankle_z,164
163,angle,0.12989575246035376,0.14501566892404594,0.10160178128908705,0.4194134052278719,left_ankle_z,170
164,angle,0.1284612838754048,0.1465181324320096,0.0997332875570293,0.3912770545678955,left_ankle_z,173
165,angle,0.1265909606799226,0.14592011579957928,0.09748104555542424,0.36156353475473724,left_ankle_z,176
166,angle,0.12451261052802515,0.1449229988790955,0.09478389171642898,0.33288733736439324,left_ankle_z,177
167,angle,0.12216311256296616,0.1427916841787887,0.09172309324279451,0.30992341695520703,left_knee_z,176
168,angle,0.11967032220782356,0.14088143326225222,0.08833304388097205,0.29778566675670815,right_first_finger_ip_y,176
169,angle,0.11708783785424853,0.1408291960781824,0.08483039423990489,0.2838413621727036,right_first_finger_ip_y,175
170,angle,0.11453716458589748,0.13942294930762167,0.08148226191803584,0.27015419710324984,left_knee_z,174
171,angle,0.11201655011461914,0.1394135372590729,0.07833178895500165,0.2630015584503867,right_ear_z,172
172,angle,0.10967105773855107,0.13959372229284225,0.07569158099318155,0.26171879637511103,right_ear_z,172
173,angle,0.10758058641719925,0.13900818020431743,0.07366458850550883,0.26135612068052416,right_ear_z,165
174,angle,0.105698423936685,0.13959204494062846,0.07231510645759119,0.2616777938583878,right_ear_z,165
175,angle,0.10395071120754822,0.1365094305795984,0.07151977776945963,0.2624288371464451,right_ear_z,162
176,angle,0.10222739411159838,0.13447345177740092,0.07125127376226212,0.2634279913246723,right_ear_z,162
177,angle,0.10060768311266916,0.12807432498215807,0.07146198288418304,0.264562902729462,right_ear_z,159
178,angle,0.09898915830689467,0.12182417847840375,0.07192988814560967,0.2656105081203674,right_ear_z,157
179,angle,0.09730769725403636,0.11523102032467415,0.07255884227370409,0.2665366971120492,right_ear_z,154
180,angle,0.09565342735381982,0.10765935990155394,0.07317318317240258,0.2670395276780816,right_ear_z,150
181,angle,0.09396238694346702,0.10059614075709762,0.07360023622851626,0.2670158822636089,right_ear_z,149
182,angle,0.09228171700937007,0.09323538051005056,0.07388137245907658,0.2665170926965769,right_ear_z,149
183,angle,0.0907031916022215,0.08674213113179287,0.07401975651233206,0.2655478602543821,right_ear_z,150
184,angle,0.0891629592045072,0.08110482177405681,0.07398340639389217,0.2641711602123739,right_ear_z,150
185,angle,0.08743525095189127,0.0752524336023624,0.07357422777175811,0.26247939977666973,right_ear_z,152
186,angle,0.08561596302815752,0.06996517250209654,0.07291116516643413,0.26047988283688206,right_ear_z,152
187,angle,0.08361236783900043,0.06526693806374197,0.07187318732997079,0.2582315851965233,right_ear_z,152
188,angle,0.08141275536852394,0.06109887184974202,0.070504755915254,0.2558324192128646,right_ear_z,154
189,angle,0.07901603053746721,0.05750309167655709,0.06882800237354332,0.2534103652908407,right_ear_z,155
190,angle,0.07656327917812997,0.05449764126779845,0.06698342441106266,0.2510866196733554,right_ear_z,154
191,angle,0.07402493244331007,0.05212316127821812,0.06502856696303214,0.24892636879583235,right_ear_z,154
192,angle,0.07147633724389375,0.0500242116784136,0.06299781853268094,0.2469350737961097,right_ear_z,154
193,angle,0.06892024143642057,0.047944583799824955,0.060965321374788724,0.2450879377730885,right_ear_z,154
194,angle,0.06625987043709824,0.046251726563952225,0.05892642313719344,0.24342122500958852,right_ear_z,155
195,angle,0.06357747801991076,0.04478214224659332,0.056978317380041825,0.24200899243906526,right_ear_z,154
196,angle,0.06080073639170654,0.0432365589289373,0.05521734401233641,0.2408274716144925,right_ear_z,153
197,angle,0.057966468600719134,0.041771442920381666,0.05363921924937709,0.2398726888592158,right_ear_z,153
198,angle,0.05515145579234093,0.04020535737654953,0.052356553533030085,0.23912187453690661,right_ear_z,153
199,angle,0.052372003867869166,0.03818680890192321,0.05140735636201029,0.2384613111881406,right_ear_z,149
200,angle,0.04963234134427411,0.035883200433662214,0.050720031581971026,0.2378943539496827,right_ear_z,149
201,angle,0.04703089598316352,0.0323145620881795,0.05031299474877533,0.23742426323449917,right_ear_z,149
202,angle,0.04460424936657481,0.027541318933331085,0.05011302117165315,0.2370631237282749,right_ear_z,148
203,angle,0.04230547756755041,0.02290770764295586,0.05005118583322088,0.23664867955025282,right_ear_z,146
204,angle,0.04014337729787437,0.02120184877838786,0.050084310979940636,0.23617614580202176,right_ear_z,137
205,angle,0.03812387877252294,0.017634493351529112,0.05016369243921811,0.23565181464371493,right_ear_z,128
206,angle,0.03625060921244889,0.015845276203188954,0.05022029060077767,0.23494975585095026,right_ear_z,116
207,angle,0.03452885041544798,0.013786327166830674,0.05024846612552073,0.23419609284096382,right_ear_z,113
208,angle,0.03301739853374273,0.011521057180015499,0.05022674896957396,0.23339007675633655,right_ear_z,105
209,angle,0.031695107664805836,0.009761435612030262,0.0501288856335853,0.23251833712074324,right_ear_z,99
210,angle,0.030572863961011703,0.009137532079894381,0.04997145141372827,0.2316961748392693,right_ear_z,99
211,angle,0.029650433979743655,0.009143694055156932,0.04976437364991588,0.2308695786146538,right_ear_z,99
212,angle,0.028906670669502133,0.008620255695431815,0.04953296243595861,0.23006293893745877,right_ear_z,90
213,angle,0.02836129377465644,0.008202807226469202,0.0492693677490786,0.2292120529863569,right_ear_z,75
214,angle,0.028010398683276018,0.0073266166021073486,0.04901242421166484,0.22844913759166488,right_ear_z,73
215,angle,0.02781840549756836,0.006383577384067875,0.048669155311156405,0.2267585850019878,right_ear_z,72
216,angle,0.027734204684979346,0.0066201333815655555,0.04842719646372673,0.22619635217164985,right_ear_z,73
217,angle,0.027812765830326058,0.007476291417847555,0.04827165711941221,0.22591910842292195,right_ear_z,73
218,angle,0.027943763470317035,0.008143800537832398,0.048095161901835916,0.22558376485135728,right_ear_z,76
219,angle,0.028159859200440153,0.00913313969548614,0.0480140822845807,0.22557296426067003,right_ear_z,81
220,angle,0.02843871021059471,0.009911020215996377,0.04792276654579676,0.22537939637976828,right_ear_z,88
221,angle,0.028721001862296498,0.010276023047493121,0.04787788188103628,0.22531945171579326,right_ear_z,95
222,angle,0.029019759131381443,0.009989890515307989,0.04786754756428575,0.22525839739086742,right_ear_z,97
223,angle,0.0292962346985043,0.008981557262296873,0.047798419787700344,0.22482794835287856,right_ear_z,96
224,angle,0.028862189081383,0.008529971537291944,0.04616345401397798,0.2189040199383129,right_ear_z,93
225,angle,0.028827302337649123,0.006861411923716201,0.046111710592607144,0.21786749821953444,right_ear_z,92
226,angle,0.029282514147185825,0.005731909865289977,0.04632772344511282,0.21840754293063483,right_ear_z,92
227,angle,0.029811212674945194,0.004475283761520464,0.046678455516770384,0.21944981279578904,right_ear_z,93
228,angle,0.029391545447357,0.003835794049101853,0.04598096496591569,0.22045443642607995,right_ear_z,90
229,angle,0.030531221229141894,0.0043755917000548395,0.046741397496840156,0.22395421616302502,right_ear_z,91
230,angle,0.03269166464549283,0.005459319849680436,0.04852938776600476,0.22423680162615972,right_ear_z,94
231,angle,0.03326091620658474,0.006679337768827116,0.04807858342976858,0.22255563925428076,right_ear_z,93
232,angle,0.0343774221676839,0.0072818510055980765,0.04848152559638745,0.22446990115626123,right_ear_z,93
233,angle,0.03486749777439527,0.007988467516943968,0.04769224693737819,0.22150349070773262,right_ear_z,95
234,angle,0.03600797900001331,0.009506226964942443,0.047751002200310824,0.22133752604314777,right_ear_z,96
235,angle,0.03800329132297853,0.012677279025629094,0.048637130317313405,0.2243842824122296,right_ear_z,111
236,angle,0.0389956328450357,0.01608917700123251,0.04830285413218744,0.22245066448876685,right_ear_z,128
237,angle,0.04044209619190511,0.018184813626625936,0.04879172392597147,0.22424579096926375,right_ear_z,134
238,angle,0.04044125636172779,0.018517401669933715,0.048430257475936614,0.22339475365772923,right_ear_z,135
239,angle,0.04060284258588172,0.019127146003426784,0.04841444734380802,0.22336319522058906,right_ear_z,135
0,depth,0.011661342265247607,0.008833850649537225,0.01261336360132864,0.058447964743900765,right_elbow_z,72
1,depth,0.011702396518551511,0.008974311705175458,0.012618178161118423,0.05840503304580432,right_elbow_z,72
2,depth,0.011793560461318738,0.009018420353698464,0.012662703921270753,0.058598527755581005,right_elbow_z,74
3,depth,0.011901554909781101,0.009172008274780525,0.012726103818173618,0.05899510251282316,right_elbow_z,79
4,depth,0.012094606448245768,0.009531267255722984,0.012828888845856532,0.05941566831366253,right_elbow_z,85
5,depth,0.012270774389378286,0.010257763172027624,0.012964661786497106,0.06014529064997134,right_elbow_z,92
6,depth,0.012537239276659416,0.010363214761397814,0.013159834809853376,0.060779472483612026,right_elbow_z,98
7,depth,0.01279239097247043,0.010382852257774928,0.013379430956228672,0.06143926932904545,right_elbow_z,101
8,depth,0.013055659016038295,0.010204619320882244,0.013611303009650626,0.06201219711907777,right_elbow_z,101
9,depth,0.01331943052968477,0.009887022215304218,0.013837446261424718,0.06238068190952551,right_elbow_z,99
10,depth,0.013572436372936321,0.00988903376756949,0.014040330518865878,0.06264525559609338,right_elbow_z,97
